,Date,Rating,Review
707,2019-04-20,5,We decided to become members because the ticket prices for membership were reasonable and we wanted to support the aquarium's mission of conservation. The exhibits are always well done and educational. We love to see the otters and giant  octopus and jellyfish exhibits. Our kids enjoy the touch pool and we're so excited when they were able to touch a sting ray. Wonderful place to spend a few hours enjoying the wonders of our ocean.
708,2015-09-03,5,"Boy this place has really grown up! When I first came here about 30 years ago, it wasn't much. But now it is incredible. Their exhibits are beautiful, educational and generally have a very knowledgable person there to give info and answer questions. The animals all look healthy and like they are thriving.And the conservation these folks do is amazing!Definitely recommend a trip to the aquarium. You will not be disappointed."
709,2017-12-13,5,"What a beautiful place!  Took about two hours and looked at everything, except we couldn't see the otters from the top deck.  Way too many people, and we came on a slower week day.  So much to see and also they have petting pools.  Our daughter loved it! So glad we came!  A bit expensive, but we don't get to come here every weekend, so it was ok to spend a bit to come.We would definitely come back."
710,2018-01-24,5,"This is probably one of the best aquariums in the world, from the overall exhibits, to the staff, to the demonstrations. We came for the afternoon, and my grown 24 year old ass still felt like a little kid and learned all about the ocean again. I loved seeing the sea otters get fed, checking out the penguins, and petting the sting rays. Not to mention the thousands of fish, octopi, jellyfish, and all the other sea creatures around. If you have anytime in Monterey, you should definitely definitely stop by the aquarium."
711,2019-05-04,5,"We are lucky to have a world renown aquarium in our local area. It is a facility for education and coastal conservation. It is handicap accessible, good for children and all ages. Can be crowded on weekends and holidays."
712,2017-04-17,4,"We are long time members it's worth getting the yearly passes with guest passes. We live 4 hrs away so we typically get a Hotel room. Engaging experiences for kids at all ages. My kids have been going since they were 5 and now are teenagers. We love the addition of the Baja exhibit which has geckos, frogs, etcGreat educational displays if your child needs something for a school science project!Honestly I just go for those darn adorable otters! Can't get enough of their cuteness!!Tip: go during the week early morning to beat the crowds ( they hit around 11). You will spend maybe 2.5 hrs there so hit the wharf for lunch don't eat here. Too expensive."
713,2017-09-04,5,"I love the Monterey bay aquarium, I think Ive been here 10 times and never get sick of it. If you buy tickets online, you need to print them out ahead of time. Parking is in any of the garages in the area, there's no dedicated lot for the aquarium. If you're hungry, the cafe inside isnt bad. Food at these types of places are usually garbage but not here! I highly recommend the lobster Mac and cheese and also the tomato bisque. Yes it's overpriced, but that's expected."
714,2018-10-31,5,Beautiful facilities with friendly knowledgeable staff. A must-see when visiting the peninsula.
715,2015-01-30,5,"Rain or shine, the best place to visit is the Monterey Bay Aquarium. Located in Cannery Row, the Monterey Bay Aquarium Foundation started planning phases in 1978 with construction costs of $55 million. David and Lucile Packard's one-time personal gift made it happen. On October 20, 1984, Monterey Bay Aquarium opened its doors to 10,681 visitors on opening day. For sci-fi fans, The Aquarium was also featured in Star Trek IV: The Voyage Home. Remember the scene where Spock swims and communicates with whales in a fictional whale tank? * Photography Tip: Non-flash photography is appropriate. Flashes may cause stress to the sea life on display and can ruin guest experience in the darkened corridors. Also, please leave tripods at home or in the car. The legs can cause a tripping hazard for children and/or a high fall for your camera.In the Kelp Forest, Pacific Sardines are expert synchronized swimmers as they move together as one. The sardines in a large school make themselves look larger to predators. The display of twirling movements and shimmering scales make them look almost mechanical, reminiscent of The Matrix Sentinel Squids as they descended upon Zion.One of the biggest attractions at The Aquarium are the cute, playful Sea Otters. In the mornings, they are either floating on their backs and resting, rolling and playing with the toy sea kelp, or on the rocks sunning themselves or crunching on ice. * Tip: Check for Sea Otter Feeding Times and arrive at the exhibit 30 minutes before to stake out a spot. The sea otters will often get really close to the glass for some really cute, up-close and personal photos as the trainers work with them.The Jellies Experience showcases different species of jellies. Interesting facts about jellies: They are more than 95% water. They do not have bones, brains, blood, teeth, or fins. They can also grow and shrink based on their food supply. The Black Sea Nettle lives in the Pacific Ocean and drifts in offshore currents. They can grow to more than 3 feet across with tentacles that can trail over 25 feet in length. Moon Jellies are alien-like and look like small moons swimming around. The great thing about jellies is that they are living art. The Aquarium has created the perfect backdrop and lighting for you to view and photograph these beautiful creatures. Head outside and see Life on the Bay where you can view wildlife in the bay. Watch Southern Sea Otters resting, playing, and eating on the kelp beds. See Pelagic Cormorants fly and dive as they feed in flocks. You may get a top view of a jelly floating in the water. Or spot a Harbor Seal curiously swimming around the jets of rocks near The Aquarium. If you plan on eating outside, be mindful of your food as the Western gull is eyeing your food too.The Splash Zone & Penguins lets you explore where rockfish, sharks, and penguins call their home. The African Blackfooted Penguin are from South Africa. With the cold currents along the South African coast, these birds ""fly"" through the water to chase squid, anchovy, and other small fish."
716,2018-01-16,5,"I've been here countless times, going back to probably first grade. I never get tired of it! That being said, since I love going so much, I try to find the best deal as a local. I live in Salinas, and starting in September, the local libraries give out free aquarium passes to anyone with a library card. They run out quickly, so go as soon as they start giving them out ! It's one sheet of paper with a unique code that gives admission for up to six people, so you can bring 5 people with you. Just be sure to bring your ID and library card with you along with that paper the day you choose to visit. It's usually valid from Sept.- May I believe, which is great for planning a day to go. Also, during a certain time of the year, the Aquarium allows Monterey County residents free entry with just their california ID as proof of MC residency. If you're a local, look into these options! If you're not a local, admission price is still definitely worth it! Get there early, like when it opens to make the best of it because there is a LOT to see. Allow yourself at least 3 hours to see everything, if not more, especially if you have kids because they'll want to stop and play in the Splash Zone and other kid-oriented areas. Hope this helps!"
717,2017-01-13,4,"We stopped by the Aquarium before heading home after Thanksgiving break when we went to visit Monterey.  The aquarium is always nice and clean, and is impressive how well it's ran.  There's so much to do there for kids learning wise, and it's the perfect opportunity to have them do something fun with also learning about sea creatures too.  They have tons of attractions there.  Really cool huge tanks with awesome fish, sharks, sting rays, and other stuff swimming around.  They have different showcases where you can watch them teach you about penguins or sea otters and you see them interact with them and feed them.  4 stars not 5 though because of how much it's still a rip having said all of that lol.  $50 is a lot to look at sea creatures."
718,2015-02-11,5,"This place is amazing! Definitely worth the money to see all the underwater exhibits that they had. We came here spontaneously after doing a spartan race in Monterey and everyone had a good time. It's huge, it'll more than likely take a few hours to see everything inside. They have shows  throughout the day, so be sure to look at the brochures for show times. Pick out your favorite show and be there early! First ones there get a full view of the aquarium, and if you don't, you'll more than likely have a sucky view. There are so many good exhibits, like the shark tank, the tuna tank, the little tiny horsefishes, and sea otters. But my favorite would have to be the jellyfish exhibit. There was just something about them that was almost hypnotizing to look at. It was just one of those things I had to spend some time watching for a while to try to appreciate its beauty. It was also cool to see some hammerhead sharks up close and personal and the otters play with some toys and with each other, man are those things quick in the water. The only bad part is the parking, There is no dedicated parking lot or structure for the aquarium. We parked several blocks away, but we didn't mind the walk. Overall, it was an awesome experience to see all those sea creatures! I would definitely recommend it to everyone!"
719,2017-06-22,5,"I went here about a week ago. Watched a lot of movies about sharks, etc. The cafe was pretty good, the atmosphere was cool and the prices were decent.Only thing I didn't like was there was a small amount of sharks, otherwise this was an amazing aquarium"
720,2017-11-12,5,We went to the aquarium yesterday with a large group of family and navy veteran. I was a  little nervous with it being a holiday weekend but it was very well staffed. I am always amazed about how great the aquarium look and how professional and polite all the staff is. As always a great time
721,2018-01-09,3,"We were told this was ""an experience we should not miss"", that it was the best Aquarium on the west coast, thus the high prices they charge. It was $45 per ticket, we bought 2, to go as a couple (thank goodness we did not have others or children going along). We were absolutely not amused with these costs; while the building was newer & very clean inside, the costs were simply too high for this experience. Neither of us thought this 2 - 3 hour experience was worth the $90 we spent. We would not recommend this location to others, use your funds for other things in Monterey; like to shopping on the wharf and eating at a waterfront restaurant."
722,2019-04-27,5,"Aquarium is world class of course! We have an annual membership & it is worth it. We also enjoy the amazing gift shop. There is always something special. Beautiful cards, books, decor for your home, gifts, t-shirts & so much more. Be sure to check out the sale section. The cashiers are always helpful & courteous. Excellent marine life & always amazing! After we leave the aquarium we take a drive down the most beautiful coastline on the peninsula, Asilomar State Beach! Another treasure of the peninsula!"
723,2018-04-27,5,"Love this aquarium!!! We bought annual passes and take anyone who is in town to see it. The sea otters are adorable but my favorite exhibit is the jellies! They have several different jelly tanks in a dark room it's really peaceful and beautiful. The open tank is pretty cool and they have a sunfish. There's an octopi exhibit that's interesting and not to be missed. This is a moderately large aquarium so prepare to be there awhile. Oh and don't forget to check out the penguins they swim along the tank, it's really cute. On a side note I would come later in the day, it's super busy early with lots of field trips and kids running everywhere."
724,2018-03-28,5,"He Aquarium was absolutely amazing! The exhibits were accommodating for the animals, and the staff were friendly and helpful. I was able to buy a very comfortable jacket from their shop, and everything sold was beautiful. I would highly recommend it as a destination."
725,2018-07-31,4,"My family had a great time at our first visit to the aquarium, the kids loved all the exhibits and there as a lot of variety in terms of what we saw. The large deep water tank was absolutely gorgeous, and the jelly fish were the star of the show! I also loved that while we were waiting to come in, they put bracelets on my kids with our phone numbers on them, just in case for some reason we were separated accidentally. Some draw backs were the hefty price of admission ($50) and the cafe/restaurant in the aquarium were a little expensive, but also just too crowded for us to even attempt to eat at, so we left and had lunch on Cannery Row. Also, the feedings (like the otter feeding and penguin feeding) were so much fun to watch, but they definitely need a better system for organizing all the people that come to watch. Standing 10 deep at the glass of the tank with people pushing and shoving, was not ideal for our family. Lastly, in the touch area with the Bay Rays, they definitely need an aquarium employee making sure that people are behaving appropriately. There were kids splashing water toward the Bat Rays trying to ""force"" them out of their hiding area, and throwing sand at them from the bottom of the tank to get them to move. Some adults (like me) said something to them, but no one from the aquarium was around to ask them to stop, or escort them out. I just felt bad for those poor animals! I prefer then Aquarium of the Pacific in Long Beach, but this aquarium was great too. A few small annoyances, but overall we had a really good time."
726,2018-04-08,5,Great place to spend with the family went there today had a good time. Love the penguins and sea otters
727,2014-12-10,5,"Long before I was old enough to know that aquariums were tourist attractions and that there is almost one in every major city, there was just the Monterey Bay Aquarium. I'd stare into the great big tank and just ooh and aww over the giant turtles and then the sharks would swim by. Scary and awesome!Over 20 years later, I still get the same feeling standing in front of that big tank. It just never gets old, nor less amazing than the first time. This is as good as it gets to being in the ocean and being one with the animals without having to get wet or risk being swallowed by a whale. The only whale at the aquarium is a hanging sculpture.On my last visit I was fortunate enough to catch the seahorse exhibit. They were so cute and captivating. There are lots of things of interest at the aquarium and for all ages. From the amazing natural backdrop of Monterey, the Pacific Ocean, watching people kayak, spying the sea lions, to amateur scuba diving and snorkeling, feeling a starfish and showing up for feeding times, as soon as you get a hold of that map you gotta plan your day!The aquarium is pretty big and when you wander from room to room it can get overwhelming. I remember almost going crazy just trying to find an exit. Don't fret. If you want to step out and return, just get your hand stamped.Don't miss the penguins, sea otters, jellyfish, turtles, and stingrays. Pro tip: If you don't want to pay for parking, park a few streets down in the residential areas."
728,2015-11-07,5,"This place was great for our 21 month old. Plenty to explore and a great Childrens area full of slides, toys, and a massive water bed :-). Recommended for families of all ages. Key tip, Marriott nearby has 2 day passes for the price of one day!"
729,2018-09-16,5,In the beginning we were shocked by how much they charge but in the end it was well worth it. This is not so much about quantity but quality and there are plenty of volunteers and staff that give you a great education and entertaining experience. We spent 5 hrs in the aquarium and had to drag our 3-year old son out. Good half/full day experience. Would come here agin but once a year seems enough.
730,2018-09-04,3,"Maybe it was the hype of it all, but we were slightly disappointed with the aquarium. Yes, it is a first class space, and has a huge amount of exhibits and things to learn. But you can't possibly enjoy it all with the amount of people/kids that are in there. You're packed into the place, most of the rooms are fairly dark and you're trying to avoid stepping on any kids. On a positive note, the cafe looked pretty amazing and all the food looked good (though I didn't eat any, the prices were a little high). I recommend the Long Beach Aquarium and I felt it was almost as good with way less people."
731,2016-07-03,5,"My 400th Review!I love visiting aquariums!  Monterey Bay Aquarium is quite a treat!! The layout is great and there are many areas to explore!We ended up getting a hotel + aquarium package, so I didn't really pay attention to the admittance fee.  I'm sure we paid for it without much of a discount.I could watch the sea otters play all day!!  When we were here several years ago, there were otters in the ocean near the observation deck in the tide pool.  This last time we were here, they were way out far away, but we could see them through the scopes mounted on the deck.  They have otters inside, in the aquarium, so you can get an up close view of them.  If watching the cute little critters here isn't enough, then they also have a short film about them in the theater.Ok, enough about those cute otters which fascinate and entertain me!  This aquarium is sectioned into different viewing areas.  They have jellyfish, seahorses, lots and lots of fish, penguins, sharks, and so much more! They have a daily schedule for feedings, where you can watch while they feed and talk about the animals.  You can watch the Sea Otters,  Penguins, and an Albatross.  There's also feedings in the Kelp Forest and Open Sea.  Should you become hungry at some point in your day, there are places to eat in here.If you want to learn more or plan your day there, you can download their app called Aquarium App.  If you can't make it to the aquarium itself, you have the opportunity to take a virtual tour using Google Maps Street View.  You can access that by visiting the Monterey Bay Aquarium website and click on Start Your Tour.Don't forget to stop by the gift shops!  So many cute things to see!I highly recommend a trip to this awesome Aquarium!  Plan a weekend, stay at a nearby hotel which offers Aquarium Packages (for 2 days visits), or just buy your tickets.  You won't regret it!!"
732,2016-08-23,5,Bottom Line: An amazing place to spend a day....but $50 a head?!I have been to this place a few times and most recently last weekend and we had a blast.  This place really does have a lot to offer - two days' worth of fun....but the price is steep.  Just make sure to get there early!!!
733,2016-07-09,4,"I don't think they're a terrific, spot-on aquarium, but I did learn some things during my trip here.  Conveniently, the aquarium is at one end of Cannery Row.  On the other end of Cannery Row is Fisherman's Wharf.  I did a bike ride down the whole strip and further north/then south to the 17-mile drive, and I definitely recommend it!  Parking is free down the street where houses are, or you can pay $10 for all-day in the lots around Cannery Row.  There's also some metered spots along the street by the American Tin Cannery.  In the morning, there's a line trying to buy admission tickets.  Do yourself a favor and buy them online.  You can just go to the entrance to have your tickets scanned.  They do have stamps for re-entry.  If you're an aquarium member, then you go through a different line.  Prices are now $50 for adults.  I think you save $5 or $10 for being a senior or a student.Penguins are my favorite!  I was disappointed they didn't have more penguins here.  But I enjoyed watching them being fed.  During the penguin feeding event, I like that they take questions from the audience.  I got there early to get a spot in the front, but they made everyone in the first few rows sit down so people in the back can see.  That's nice for people in the back, but what a waste of time on my part trying to get there early.. There are kids running around everywhere.  While that's great for the kids, I found myself waiting impossible amounts of time to get better views of some exhibits for kids and families to leave.  The windows of the deep sea/kelp forest exhibits are foggy and dirty.  Be careful at the end of the first floor.  Don't accidentally take the exit across from the restaurants because you actually leave the aquarium and have to beg the member holder line people to let you back in.I thought the exhibits about being environmentally friendly were creative.  There were some pieces of art that were made entirely from junk or recyclables."
734,2016-09-01,4,"The boyfriend took me here as a surprise day trip for us and I have to say, it was pretty cute. Lots of fish tanks filled with the cutest fish. My favorite would have to be the tanks filled with jellyfish.The price to get in however, is quite high -especially for the family or couple who is on a budget. So make sure to bring your Student ID with you, no matter what grade or age you are. It's $50 for adults (ages 18-64 or without college ID), children 3-12 for $30, any seniors (65+) are $40 and any person with a Student ID of some sort $40. You can also grab a behind the scene tour for $15 a person.There's tons to do here, with a very cute cafeteria area with very fresh food and tasty desserts / snacks. The downside, is the crowdedness in the dining area. It's pretty crowded and many people kind of just hang out in here. There's a cute 'touch pool' where you can feel stingrays and such, so remember to bring hand sanitizer for yourself. Lots of Snapchat & Instagram opportunities, lol. Also, if you play Pokemon here, there's tons of water Pokemon around."
735,2018-10-02,5,Always a fun experience. My children love going to see the otters.
736,2018-06-16,5,"World class, modern, and incredible. I try to visit at least once a year and I'm always impressed."
737,2018-10-17,4,"I used to love coming here when I was little, it seemed you could spend all day here. I decided to go back with my fiancé & had a good time. We were really only there for a few hours, & the entry price was a bit more than I expected. It was a total of $100 for the 2 of us. They have some great exhibits though, good photo ops, & a great view of the bay when you walk outside. It almost impossible to find parking though, we drove around 3 or 4 different parking lots/garages but didn't find a spot for 30 minutes. There aren't any parking lots/garages within a couple blocks unfortunately so you may have to park a little far away if it's a busy day. It was a fun day altogether, just a little more pricey than I expected."
738,2017-08-12,5,"Isn't it ironic you hear sigourney weaver's voice upon entering the aquarium which also happens in the movie finding dory? Hmm.. Been coming to the aquarium since I was maybe 10 or 11 and my it has expanded the last 30 or so years. Some of the exhibits they added from what I noticed is viva Baja and tentacles  on the 1st floor. For those planning on visiting the MBA for the first time, check if your work has special discounts, they do help with the price of the tickets. Come here early and make sure your patience is in check, this place does get crowded pretty fast. Also good to come here 2 hours prior to closing, not so crowded. Pack food and snacks for your lil ones, they will get hungry. Keep your kid(s) close to you, they can easily wonder off when they see something fascinating. It does take about 2-3 hours to see and experience everything. If you happen to be staying in Monterey, it's great to come back later in the day and visit the areas your kid really enjoys. My lil one very much enjoyed the splash zone, the open sea area with the school of fishes circling the ceiling, and the tidal wave area. All the staff here was very friendly and patient especially with so many kiddies running around."
739,2018-01-22,5,Such a peaceful and calming environment. love love this place. I know the prices are steep but there is a way to get your bang for your buck. Just think student. there you go!
740,2018-08-14,4,"It was about 92 dollars for my husband and I, they offer student and military discounts. I really enjoyed the tour, it was very crowded so we didnt get to have any hands on experiences or looks at every tank hit still was nice."
741,2018-07-07,5,Awesome aquarium! Make sure to see the feeding at 11am in the large tank. Get there a few minutes early to get a seat in the front. My 5 year old was very entertained. There's a lot of interactive exhibits for kids.
742,2014-10-05,5,"The Monterey Bay Aquarium is about 130 miles from where we live but it will always be worth the more than 2-hour drive.  The exhibits are quite remarkable and both the young ones and the young once will surely have a wonderful time.  The Jellies Experience is an easy pick with those haunting sea nettles and cute little jellies dancing and glowing, but it is the ""Finding Nemo"" aquarium located at the Splash Zone that is my runaway winner.  It has the clownfish (Nemo), blue tang (Dory), and moorish idol (Gill) represented, among others.  If I could bring a couch, I would put it right in front and have a ball with those characters.Marvel at the size of The Open Sea and The Kelp Forest or get your hands literally wet at the Touch Pools.  However, don't forget to step outside and appreciate the splendid seascape, too. There's a lot more to say about what the aquarium has to offer, but I thought of using the rest of this space for the benefit of the photo enthusiasts like me.  During our last visit, I was approached four different times for DSLR-related questions.  Some people were apparently eyeballing my LCD monitor, which I really didn't mind.  I was happy to oblige because getting quality photos here is a bit of a challenge due to a variety of factors - low light condition, moving objects, and the tripod and flash restrictions.To start with, please don't forget to TURN OFF your flash.  This is for the safety of the animals since some of them are sensitive to light.  Do NOT shoot in full-auto mode because that will more than likely pop up your camera's flash.  If you have a DSLR, try experimenting at home before coming here, particularly with your camera's ISO setting.  This will greatly help with the unfavorable lighting inside the aquarium and will let you realize how much noise (grain) is acceptable to you.  For me, you can do a lot more with a noisy (grainy) but sharp picture than with a noiseless but blurred one.  Most of the subjects are moving, so learning the ""panning"" technique can be beneficial.Ideally, you would want a camera body that supports high ISO sensitivity and a fast lens (maybe f/1.8) in conditions like this.  Throwing away all the rules of thumb regarding focal lengths, shutter speeds, f-stops, and other variables, see if this will be of any help to you and your camera:o  Set your camera to Aperture priority (Av or A) mode.o  Adjust your f-stop to the widest possible value to allow as much light into the sensor (this is actually expressed as a fraction; if you see F3.5, it denotes f/3.5 and it is wider than F5.6 (f/5.6)); take note that this will change if your zoom lens has a variable f-stop.  This means that you have to avoid zooming in your lens.o  Set your ISO to 1600; this is a good starting point.o  Now the fun part: Point your camera at your subject and meter it by half-pressing the shutter; take note of the shutter speed displayed on the viewfinder - if it shows 1/50 or faster, then there is a very good chance that you will get a sharp (but a bit grainy) photo.  If it is in the range of 1/13 to 1/40, you can still give it a whirl but you will need to be really steady with your hands.  Shooting at 1/4 to 1/10 may be quite a stretch.o  Whether you get the desired shutter speed or not, fully press the shutter then review your photo.  If you're happy with what you took, then you're on your way.  Otherwise, adjust the ISO to the next level (3200) and re-focus on your subject; keep adjusting the ISO until you get a decent shutter speed.  If you've reached the maximum ISO level, then the camera and lens may not be suitable for low-light conditions.  You can still play with the exposure setting but you will have to settle for a darker photo.I am by no means a professional, but I have been able to take some decent photos by following the steps above.  I use these guidelines also when shooting inside a restaurant or any place where there is insufficient lighting. You may have to do a little bit of post-processing to clean up some of the noise or adjust the unwanted color cast by manipulating the white balance, but those are for another day.   Good luck and I hope this helps! =)"
743,2018-09-27,4,"Great what you can see there, with 50$ is much but worth it! Was a lot of fun, think 4 hours are a good time you should spend there!"
744,2018-04-10,5,"I've been coming to the Aquarium since before I can remember. I can remember when the Outer Bay exhibit was new, and how awesome it was to spend the night next to the fish tank in ocean camp, or dodge the splashing bat rays in the petting pool.I'm a lot older now, but the aquarium is more amazing than ever! I still enjoy all the things I did about the aquarium as a child, but now I appreciate the message of conservation and awe about the natural world in a way that never registered with me consciously when I was a kid. The otters are always cute, the kelp forest tank and Monterey Bay exhibits are like old friends, and the new rotating exhibits are always fun looks into other parts of the ocean or parts of the world! I 100% guarantee that if you take your kids here, they will have a blast (and learn a ton in the process, maybe even get inspired!), and the adults in your visit will see the world just out of human sight off in the bay in a new and inspiring light."
745,2016-11-20,5,Probably one of the best aquariums I've visited. We had the two day pass for price of one day through the hotel we stayed at. All the exhibits were cool but the jelly fish one was my favorite.
746,2018-09-24,5,"By far the best aquarium I have been to, (Sydney AU, Boston, San Francisco, New York, Waikiki). It is pricey, (sorry), $50 for adults, $30 for children as of 9/2018. Try to go on a weekday so you aren't shoulder to shoulder with weekend crowds, not to mention weekend traffic.The 3 story kelp forest tank is impressive. It feels as if you are walking underwater with rays, sharks, sunfish, tuna, and others I can't remember. The jelly tank is great. There is a large, dark amphitheater where you can view jellyfish pulse swimming slowly. It is hypnotic. If you have kids, the sea otters should not be missed. The outdoor tidal deck is a great place to get for some sun on your face. I could easily spend the whole day here. Try to schedule your trip so you can view some of the feedings. Located at the end of the tourist trap Cannery Row. The Steinbeck picture of Doc and the Boys or George and Lenny (""tell me how it's going to be George"") is long gone, but we should not forget tough times. If you are in the area, and it is within your budget, you should go."
747,2018-07-26,5,One of the best in the US. Get there early to avoid the crowds that increase as the day goes on. Jellyfish are spectacular.
748,2016-08-15,4,"I had high expectations and so did my fiance. I think she had much higher expectations because she thought it was just ""meh."" The most spectacular attraction here is the open ocean live feeding. It was mesmerizing to see the blue fin tunas, and the other schooling fish eating the chum. After that experience though, everything else was just....... kinda... EH. We paid $50 a ticket and I did not feel it was worth that much. I'd pay $20... but definitely not $50."
749,2019-04-20,4,"So, walking in I was looking forward to seeing some beautiful fish, but feeling bad because they are right next to the ocean but confined in a tank. (But not any kind of activist in any way) I was pleased to see and learn much, not only about all the animals but also, about our impact on their environment. I was sad to see the exhibits on how all the plastic junk we use affects them, but glad to learn this information so I can adjust my habits accordingly. I was then impressed that the cafeteria does not sell anything plastic. Nothing. They give free water if you use one of their reusable cups. Free? In an aquarium? These people are in it for more than the money! Yay! Right? Eh...Not all the way. I went to the gift shop and was blown away to see all the plastic junk they were selling. All the stuff they were showing in exhibits that kids lose at the beach and then gets whooshed out to sea to pollute the ocean. Hmm, maybe stop selling that stuff and people will take your message more seriously AND you won't contribute to the problem. All in all, a beautiful, educational experience, but get rid of the plastic junk in the gift shop please?"
750,2016-12-02,4,"Love seeing the jelly fishes and feedings of penguins and sea otters. Going during the week is better than the weekend, but it's usually crowded anytime of the year.Great place for kids and education!"
751,2017-05-13,5,"The Bottom Line - One of the best aquariums you'll visitThe Great - One of the best aquariums you'll visit.  Deceptively large, it has multiple unique exhibits with a wide variety of aquatic life, as well as sea otters, birds, and jellyfish.  The aquarium is built up against the Bay and includes great views of the Monterey bay and some outdoor exhibits - and outdoor wildlife.  A nice touch is an information sheet with all of the various daily activities (feeding times, etc.) so you can plan accordingly.  The Not so Great - Parking is extremely expensive, with nearby lots costing $10 or $15, and street parking can be a challenge.  The aquarium is also quite pricey at $50.  Nonetheless, it is worth the price."
752,2018-09-22,4,"Great place to visit, however it is very expensive.  Many better things to do in the bay area if you have kids and want to not spend an arm and a leg.  If you don't have an issue paying the high price for the tickets go enjoy!"
753,2019-04-05,5,"I have gone for over 15 years and it is the BEST!  Great staff, exhibits and overall atmosphere.  Even when it is full, you still can appreciate the wonder of it all.  I always learn something new and appreciate everything the staff does."
754,2019-04-05,5,We visited the aquarium on Thursday April 4th. My girlfriend and I come down to Monterey every April for our birthday month. This year we happened to mention that to Rae who was working at the ticket counter and she gave us both birthday pins. She was very friendly and very helpful. We then met Christine just inside who noticed our birthday pins and took us behind the scenes to touch jelly fish! She was awesome and explained a lot about the jellies to us. All in all it was an amazing experience and we will continue coming here every April.
755,2017-12-19,5,My husband and I went to the aquarium as a quick get away mini vacation. It was super fun very interactive as well. I touched a sea cucumber ! It's a big place with stunning views . I will def go back here with my entire family. I had a great time. I was able to get some really nice photos while at the aquarium.
756,2017-07-11,5,"TL;DR: Probably the best aquarium you'll ever visit.Going into my long road trip from Southern California up to Northern California, I knew that the Monterey Bay Aquarium had to be a stop for me. You always hear about it from people have visited it, ""It's the best aquarium anywhere."" Well, Yes, it really it is the best aquarium anywhere!The price is a little steep at $49 for adults, but it is worth it in my opinion. I love aquariums, but this one has everything you could probably imagine. We are talking from Penguins, to sharks, to local birds and even have an excellent representation of sea life in Baja California. Everything is clearly labeled with images and words which takes the guessing game out of what you are looking at.Some of the tanks here are huge! We are talking two maybe even three stories tall. Also all the fishes have plenty of room to roam around so it does not seem as if they are cramped into their tanks. On of the main tanks gives you a good view of some deep sea life which is not always portrayed at aquariums. The Monterey Bay Aquarium has done an excellent job of curating quite a diverse collection of sea life.Visit it, you'll regret it if you don't. Yes, I know the price is steep, but it will be a great experience everyone in the family can enjoy."
757,2017-06-12,5,"What is there to say that hasn't been said about the Aquarium? Their mission is to bring awareness to our environment, oceans and its inhabitants, which I find incredibly noble. I appreciate that each and every exhibit ultimately sends a strong message about our impact to the Sea/environment with our lifestyle. They all in some way challenges us to do better. Their exhibits and activities are engaging for people of all ages. I especially liked the auditorium with videos that takes you the behind the scenes. Animal feedings are always great to be part of. Who doesn't like touching sea creatures? Everything makes you realize and appreciate everything that goes into running such an incredible facility. No matter how old you are, how little or how much knowledge you have of the Ocean, and what you consider fun, this facility is incredible!"
758,2018-09-19,5,"This is one of the places that my husband and I love to visit every year or so since we started dating 8 years ago. Now that we have a 2 year old daughter, she makes this aquarium even more enjoyable for us. It is really crowded on weekends but it doesn't keep us from having a great experience;  however, at the sea otter exhibit, it gets really crowded during a feeding and you have to get there early to be able to see anything. I think the aquarium should renovate this area to be more accessible and open so everyone can see what is happening. They have a TV for people in the back to view what's happening but it's not the same experience."
759,2017-08-14,5,"Enchanting and magical! Be prepared to fall in love with SEA OTTERS big time!! Visiting from Berkeley, we drove down to Monterey on Friday night and were there for about 5 hours on Saturday. Tips: - Buy tickets online in advance because the ticket line is long! I bought my tickets online from AAA and saved $5/person. - Arrive when they open at 9:30am. We found street parking with no time limit (was $1.50/hour) just a few blocks away.- Go first to the sea otter tank. It was relatively empty when we arrived but by the early afternoon, there was hardly room to stand on the podium. - Go to a couple of the 15 minute programs. We went to the Luna one (about one of the rescued sea otters) and the Baja one. Both were great, but the Luna one really tugs at your heart. Went home with a sea otter stuffy. How could you not? Both programs were expertly narrated live by volunteers. It was infectious being around such passionate people. Overall, this aquarium really is not to be missed. The only downside to it is that I'm disappointed to see the admission prices these days. It was $50/adult and about 12 years ago (my old Lonely Planet tells me), it was only $22. I understand that it's necessary to keep the crowds at bay and it's for a great cause, but sad that it's not as accessible for working families. :("
760,2016-06-02,4,"Good selection of marine lifeLove the creative signs, informative displays and decorGreat education videos and knowledgeable staff to narrate and guide us. Nice seats in the small auditorium. Touch pools and educational play area for kidsLots of staffLove how live feeding in the giant tank with the informative scuba diver and speaker interactionQuite clean for a busy aquarium (RR too!)Overcrowded Chaotic during peak season/daysOverpriced (gift store is awesome, but pricy)Cafe food is not great for such a nice place and price**NOTE: Not their fault but maybe they should have a staff member telling people outside the bench area to NOT FEED THE PIGEONS!! They have signs but it's not enough! A family member was totally shatted on by a big fat pigeon, diarrhea style! (It got on her jacket, pants, beanie, all over her walker, water bottle, bag and splattered on her son-in-law too!) Nasty!!Would like to see the rest of the exhibits one day without the massive crowds (if that's possible) since I have a membership now. (Cheaper to get a family pack than pay for one day.)"
